"Type","Name","Str","Dex","Int","Hits","Stam","Mana","Physical Resist","Fire Resist","Cold Resist","Poison Resist","Energy Resist","Physical Damage","Fire Damage","Cold Damage","Poison Damage","Energy Damage","Taming Difficulty","Barding Difficulty","TMap Level","Wrestling Skill"
"ThiefGuildmaster","Ryann","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","79.7","-1","0"
"Tinker","Kaye","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","54","-1","0"
"TinkerGuildmaster","Zachariah","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","57","-1","0"
"Tyleelor","Tyeelor","100","100","25","100","100","25","20","10","8","11","11","100","0","0","0","0","0","29.5","-1","0"
"Vagabond","Maud","100","100","25","100","100","25","0","3","5","8","8","100","0","0","0","0","0","44.2","-1","0"
"VarietyDealer","Hamlin","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.2","-1","0"
"Veterinarian","Barton","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","48.1","-1","0"
"Vicaie","Elder Vicaie","100","100","25","100","100","25","2","3","2","4","4","100","0","0","0","0","0","29.9","-1","0"
"Vollem","a vollem","509","97","103","821","97","103","58","32","31","40","27","40","40","0","0","20","0","111.7","-1","85.5"
"Waiter","Fielding","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","36.1","-1","0"
"WanderingHealer","Jedrek","374","108","267","374","108","267","40","41","42","47","41","100","0","0","0","0","0","103","-1","0"
"WanderingShaman","Bishor","321","108","276","321","108","276","52","53","57","56","61","100","0","0","0","0","0","101.1","-1","0"
"WarriorGuildmaster","Istas","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","75","-1","0"
"Weaponsmith","Zia","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","70.2","-1","0"
"Weaver","Zahirah","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","35.6","-1","0"
"Yellienir","Yellienir","100","100","25","100","100","25","6","9","6","12","12","100","0","0","0","0","0","30.3","-1","0"
"QueenZhah","Zhah","100","100","25","100","100","25","20","24","28","24","24","100","0","0","0","0","0","30","-1","0"
"BladeSpirits","a blade spirit","150","150","100","160","400","100","30","43","37","100","30","60","0","0","20","20","0","83","-1","90"
"DarkWolfFamiliar","a dark wolf","100","90","90","60","180","90","40","38","29","37","38","100","0","0","0","0","0","63.5","-1","89.6"
"DeathAdder","a death adder","70","150","100","50","300","100","10","0","0","100","0","100","0","0","0","0","0","79.4","-1","90"
"DummyMace","Macer","125","125","90","125","125","90","15","15","13","8","9","100","0","0","0","0","0","81.6","-1","0"
"DummyFence","Fencer","125","125","90","125","125","90","15","15","13","8","9","100","0","0","0","0","0","81.5","-1","0"
"DummySword","Swordsman","125","125","90","125","125","90","15","15","13","8","9","100","0","0","0","0","0","84.7","-1","0"
"DummyNox","Nox Mage","90","90","125","90","90","125","2","7","8","11","11","100","0","0","0","0","0","88","-1","120"
"DummyStun","Stun Mage","90","90","125","90","90","125","10","25","24","20","20","100","0","0","0","0","0","85.4","-1","80"
"DummySuper","Super Mage","125","125","125","125","125","125","10","25","24","20","20","100","0","0","0","0","0","93.8","-1","120"
"DummyHealer","Healer","125","125","125","125","125","125","10","25","24","20","20","100","0","0","0","0","0","88.6","-1","120"
"DummyAssassin","Hybrid Assassin","105","105","105","105","105","105","10","25","24","20","20","100","0","0","0","0","0","86.8","-1","0"
"DummyThief","Hybrid Thief","105","105","105","105","105","105","10","25","24","20","20","100","0","0","0","0","0","86.6","-1","120"
"EnergyVortex","an energy vortex","200","200","100","140","450","100","66","43","44","50","98","0","0","0","0","100","0","84.1","-1","120"
"GargoylePet","a gargoyle pet","510","92","100","823","92","100","60","40","40","40","40","100","0","0","0","0","65.1","98.9","-1","76.7"
"HordeMinionFamiliar","a horde minion","100","110","100","70","220","100","50","51","0","30","27","100","0","0","0","0","0","70.6","-1","72.7"
"ShadowWispFamiliar","a shadow wisp","50","60","100","50","120","100","15","12","14","11","99","100","0","0","0","100","0","49.3","-1","40"
"SpawnedOrcishLord","an orcish lord","149","96","84","249","96","84","30","38","20","33","34","100","0","0","0","0","0","77.3","1","80.4"
"SummonedAirElemental","an air elemental","200","200","100","150","250","100","46","39","44","56","76","50","0","0","0","50","0","84.7","-1","80"
"SummonedDaemon","Buer","200","110","150","200","110","150","53","54","21","79","42","0","0","0","100","0","0","88.3","-1","98.9"
"SummonedEarthElemental","an earth elemental","200","70","70","180","70","70","66","50","41","50","45","100","0","0","0","0","0","69.5","-1","90"
"SummonedFireElemental","a fire elemental","200","200","100","200","200","100","53","78","3","54","59","0","100","0","0","0","0","83.4","-1","92"
"SummonedWaterElemental","a water elemental","200","70","100","165","70","100","55","26","70","49","50","0","0","100","0","0","0","81.3","-1","85"
"VampireBatFamiliar","a vampire bat","120","120","100","90","240","100","11","14","14","14","10","100","0","0","0","0","0","75.2","-1","97.6"
"Anlorlem","an Anlorlem","975","1195","942","1624","1195","942","55","39","45","96","43","50","0","0","50","0","0","160","3","92"
"Anlorvaglem","anlorvaglem","1164","1084","298","3205","1084","298","33","41","42","82","46","20","20","20","20","20","0","160","-1","87"
"Anlorzen","an anlorzen","715","744","930","1069","744","930","48","48","33","100","45","20","20","20","20","20","0","155.1","-1","68.2"
"Anzuanord","an Anzuanord","705","909","902","180","909","902","100","0","0","15","0","20","20","20","20","20","0","122.3","-1","46.3"
"Ballem","a Ballem","991","1001","243","1524","1001","243","30","45","23","100","38","20","20","20","20","20","0","160","-1","71.1"
"Betballem","a betballem","270","890","80","363","890","80","32","100","0","0","0","20","20","20","20","20","0","98","-1","31.1"
"Korpre","Korpre","34","19","18","94","19","18","8","0","0","18","0","100","0","0","0","0","0","46.84","-1","26.1"
"Relanord","a relanord","740","91","63","1206","91","63","59","48","33","100","48","20","20","20","20","20","0","115.2","-1","62.2"
"UsagralemBallem","an Usagrallem Ballem","926","1028","1047","2949","1028","6047","30","54","43","56","45","20","20","20","20","20","0","160","-1","83.2"
"Vasanord","vasanord","868","56","45","5916","128","91","36","35","36","100","21","20","20","20","20","20","0","160","-1","95.1"
"Dierdre","Dierdre","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.1","-1","0"
"Jason","Jason","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","56.8","-1","0"
"Kevin","Kevin","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","33.8","-1","0"
"Maribel","Maribel","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.9","-1","0"
"Nelson","Nelson","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30.2","-1","0"
"Sean","Sean","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","72.9","-1","0"
"Walton","Walton","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","28.9","-1","0"
"MyrmidexQueen","Myrmidex Queen","902","535","1199","60000","535","1199","89","66","61","81","60","40","0","0","60","0","0","160","-1","115.5"
"Zipactriotl","Zipactriotl","938","842","1539","60000","842","1539","85","62","60","56","71","50","0","0","0","50","0","160","-1","110"
"IgnisFatalis","Ignis Fatalis","359","124","603","500","124","603","48","45","65","79","100","0","0","0","0","100","0","117","-1","100"
"Yar","Yar","100","100","25","100","100","25","11","9","9","7","10","100","0","0","0","0","0","29.8","-1","0"
"Carroll","Carroll","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.1","-1","0"
"Bront","Bront","100","100","25","100","100","25","0","5","9","5","5","100","0","0","0","0","0","29.3","-1","0"
"Eriathwen","Eriathwen","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30.1","-1","0"
"CollectorOfOddities","Chapin","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30","-1","0"
"EllieRafkin","Ellie Rafkin","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.7","-1","0"
"Foxx","Foxx","100","100","25","100","100","25","11","6","4","6","4","100","0","0","0","0","0","28.7","-1","0"
"Yero","Yero","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.2","-1","0"
"Alida","Alida","100","100","25","100","100","25","2","9","12","8","8","100","0","0","0","0","0","29","-1","0"
"TRex","Tyrannosaurus Rex","631","601","125","15000","601","125","83","66","65","99","67","100","0","0","0","0","0","160","-1","143.1"
"TigerCub","a tiger cub","100","100","20","153","100","20","5","0","0","0","0","100","0","0","0","0","0","48.58","-1","50"
"Trapper","Damek","128","200","69","2500","200","69","0","3","5","8","8","100","0","0","0","0","0","160","-1","100"
"VolcanoElemental","a volcano elemental","455","173","384","1260","173","384","60","27","24","100","48","10","90","0","0","0","0","139.5","-1","81.6"
"Hawkwind2","Hawkwind","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.7","-1","0"
"SirGeoffery","Sir Geoffrey","125","150","25","125","150","25","21","17","14","13","10","100","0","0","0","0","0","37.9","-1","0"
"SakkhraHighChieftess","Cordee","100","100","25","100","100","25","9","18","15","22","21","100","0","0","0","0","0","29.2","-1","0"
"UraliHighChieftess","Cordee","100","100","25","100","100","25","11","16","12","9","13","100","0","0","0","0","0","29.4","-1","0"
"JukariHighChief","Baccu","100","100","25","100","100","25","2","4","3","3","3","100","0","0","0","0","0","30.4","-1","0"
"KurakHighChief","Vek","100","100","25","100","100","25","2","4","3","3","3","100","0","0","0","0","0","30.1","-1","0"
"BarakoHighChief","Sai'ge","100","100","25","100","100","25","12","18","17","13","19","100","0","0","0","0","0","30.1","-1","0"
"Raider","Selma","190","136","98","640","136","98","50","58","57","59","55","100","0","0","0","0","0","97.2","-1","0"
"UnholyFamiliar","a dark wolf","112","87","43","181","87","43","25","20","6","9","13","100","0","0","0","0","0","69.76","-1","65.9"
"UnholySteed","a dark steed","522","102","93","834","102","93","64","31","40","36","25","40","40","0","0","20","0","103","-1","81.2"
"HolyFamiliar","a silver wolf","106","83","49","170","83","49","23","17","8","8","11","100","0","0","0","0","0","65.4","-1","63.1"
"HolySteed","a silver steed","508","95","96","819","95","96","56","40","37","31","30","40","40","0","0","20","0","100.6","-1","83.7"
"BoundSoul","a bound soul","165","148","24","772","148","24","88","36","29","73","40","10","0","30","30","30","0","98.9","3","107.9"
"CorgulTheSoulBinder","Corgul the Soulbinder","887","151","313","65000","151","4813","58","89","91","90","82","10","10","30","40","10","0","160","7","116.5"
"SoulboundApprenticeMage","Danaghir","115","97","106","128","97","316","20","21","22","20","25","100","0","0","0","0","0","80","1","46.9"
"SoulboundBattleMage","Bazerion the Wizard-Lord","156","101","181","419","101","800","57","60","59","57","50","20","20","20","20","20","0","114","2","123.7"
"SoulboundPirateCaptain","a soulbound pirate captain","151","150","107","606","150","107","56","63","66","54","56","100","0","0","0","0","0","96.8","-1","0"
"SoulboundPirateRaider","a soulbound pirate raider","185","128","96","410","128","96","53","57","59","60","53","100","0","0","0","0","0","85.3","-1","0"
"SoulboundSpellSlinger","Bazerion the Wizard-Lord","129","98","150","327","98","615","31","37","39","39","31","100","0","0","0","0","0","102.7","3","91.7"
"SoulboundSwashbuckler","a soulbound swashbuckler","126","109","101","247","109","101","34","43","38","45","45","100","0","0","0","0","0","76","-1","0"
"BoatPainter","Leo","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","36.6","-1","0"
"CrabFisher","Charlton","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","33.4","-1","0"
"DockMaster","Thomas","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30.4","-1","0"
"DocksAlchemist","Philomena","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","48.4","-1","0"
"SeaMarketTavernKeeper","Shandy","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","28.8","-1","0"
"Charydbis","charydbis","562","114","135","30000","114","8135","71","73","47","86","64","50","0","0","0","50","0","160","7","120.9"
"Osiredon","osiredon the scalis enforcer","846","127","135","75000","127","4135","89","83","89","90","84","40","0","30","0","30","0","160","7","123.9"
"BaseShipCaptain","Minna","607","160","68","5455","160","68","45","47","49","50","55","100","0","0","0","0","0","160","7","118.3"
"GBBigglesby","G.B. Bigglesby","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","29.9","-1","0"
"MerchantCrew","Kenley","111","148","337","468","148","337","47","55","60","59","56","70","0","0","0","0","0","114.4","-1","110.7"
"PirateCaptain","Mather","598","155","63","5483","155","63","53","55","55","62","53","100","0","0","0","0","0","160","7","115.8"
"PirateCrew","Orcish Crew","143","134","187","2000","134","187","32","39","30","34","34","100","0","0","0","0","0","160","3","53.5"
"SeaMarketOfficer","Oakes","100","100","25","100","100","25","6","11","12","12","13","100","0","0","0","0","0","29","-1","0"
"FishMonger","Jarek","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30.2","-1","0"
"Allosaurus","an allosaurus","801","200","135","18000","200","202","71","63","67","100","67","50","50","0","0","0","0","160","-1","60.8"
"Anchisaur","an anchisaur","494","178","385","3890","178","385","4","3","1","2","2","100","0","0","0","0","0","160","-1","101.9"
"Archaeosaurus","an Archaeosaurus","409","307","204","2703","307","204","2","4","3","3","3","100","50","0","50","0","0","160","-1","108.3"
"BritannianInfantry","Luke","137","150","33","2400","150","283","50","30","20","30","20","100","0","0","0","0","0","160","-1","0"
"DesertScorpion","a desert scorpion","622","124","193","976","124","193","31","51","14","80","49","40","0","0","0","0","0","118.4","-1","54.2"
"Dimetrosaur","a dimetrosaur","548","183","428","5921","183","428","87","61","70","67","73","90","0","0","10","0","102","160","-1","117.6"
"DragonTurtle","a dragon turtle","779","229","499","60000","229","499","84","70","73","100","73","50","0","0","50","0","0","160","-1","226.5"
"DragonTurtleHatchling","a dragon turtle hatchling","630","58","617","1393","58","617","73","89","51","60","70","100","0","0","0","0","104.7","153.3","-1","147.3"
"Gallusaurus","a gallusaurus","490","158","253","1388","158","253","60","20","29","63","28","100","0","0","0","0","102","133.5","-1","81.2"
"GreaterPhoenix","a greater phoenix","382","101","250","595","101","250","55","79","28","48","43","40","60","0","0","0","0","101","-1","72.8"
"Infernus","an infernus","384","104","209","624","104","209","52","89","29","50","42","100","100","0","0","0","0","94.9","4","80"
"MyrmidexDrone","a myrmidex drone","98","133","38","663","133","38","5","1","3","2","4","50","0","0","50","0","0","92.3","-1","41.1"
"MyrmidexLarvae","a myrmidex larvae","91","95","61","550","95","61","20","10","17","40","10","50","0","0","50","0","0","87.5","-1","47"
"MyrmidexWarrior","a myrmidex warrior","542","89","130","3438","89","172","2","3","7","1","10","50","0","0","50","0","0","160","-1","91.1"
"Najasaurus","a najasaurus","287","170","31","1025","170","31","45","57","55","100","43","50","0","0","50","0","102","120.2","-1","94.8"
"Saurosaurus","a saurosaurus","818","203","403","2200","203","403","83","85","47","43","45","100","0","0","0","0","102","160","-1","115.7"
"SilverbackGorilla","a silverback gorilla","89","85","25","591","85","25","20","16","20","38","14","50","0","0","50","0","0","83.6","-1","40.3"
"DiabolicalSeaweed","Diabolical Seaweed","461","408","135","975","408","135","36","23","14","100","10","60","0","0","40","0","0","115.9","-1","52.5"
"Djinn","Djinn","366","237","654","2003","237","654","60","62","30","33","81","0","50","0","0","50","0","160","4","67.7"
"IceWyrm","Ice Wyrm","728","101","390","1176","101","390","67","25","100","47","45","50","0","50","0","0","96.3","132.2","4","92"
"MercutioTheUnsavory","Mercutio","1041","108","68","1041","108","68","18","15","5","16","17","100","0","0","0","0","0","122.1","-1","72.6"
"ObsidianWyvern","Obsidian Wyvern","1399","127","787","2696","127","787","67","84","73","64","63","75","25","0","0","0","0","160","-1","110.3"
"OrcEngineer","Sulgha","505","201","204","4153","201","204","67","68","67","60","68","100","0","0","0","0","0","160","1","128.2"
"Paralithode","Paralithode","663","90","27","2523","90","357","66","56","60","60","53","100","0","0","0","0","47.1","160","-1","105"
"RockMite","a rock mite","748","130","84","1561","259","163","50","84","54","80","85","50","0","50","0","0","0","142.7","-1","101.5"
"HPKraken","a kraken","766","241","32","1220","241","32","53","38","30","27","11","70","0","30","0","0","0","116.8","4","52.6"
"HPDeepSeaSerpent","a deep sea serpent","300","127","129","456","127","129","32","77","43","39","17","100","0","0","0","0","0","86.5","2","65"
"HPSeaSerpent","a sea serpent","201","68","54","326","68","54","28","59","32","31","16","100","0","0","0","0","0","78.4","2","61.9"
"HPWaterElemental","a water elemental","135","74","119","214","74","119","42","13","21","65","10","100","0","0","0","0","0","80.3","2","52"
"SeaSnake","a sea snake","261","193","39","194","193","39","36","10","6","100","6","50","0","0","50","0","0","81.1","-1","90.2"
"Shadowlord","Astaroth","1028","1008","1226","52067","2094","1226","76","80","73","77","73","20","20","20","20","20","0","160","-1","113.5"
"ShipBat","a ship bat","120","120","101","215","120","101","16","24","13","19","10","100","0","0","20","0","0","75.8","-1","90"
"ShipRat","Ship Rat","69","65","23","98","65","23","17","5","0","29","0","100","0","0","0","0","0","41.18","-1","30.6"
"HeplerPaulson","Hepler Paulson","100","100","25","100","100","25","0","0","0","0","0","100","0","0","0","0","0","30.3","-1","0"
"Sphynx","The Sphynx","1085","189","375","2107","372","754","69","48","59","43","47","85","0","0","0","15","0","160","-1","96.3"
"DaemonMongbat","a dameon mongbat","95","96","92","147","237","230","25","23","27","30","23","100","0","0","0","0","0","78.1","-1","46"
"GargoyleAssassin","a gargoyle assassin","99","95","94","137","238","222","21","24","24","27","22","100","0","0","0","0","0","80.3","-1","41"
"CovetousDoppleganger","a doppleganger","97","97","1","137","244","2","22","29","23","22","25","100","0","0","0","0","0","70.3","-1","45"
"LesserOni","a lesser oni","95","100","98","152","239","226","28","29","28","23","21","100","0","0","0","0","0","81.6","-1","46"
"CovetousFireDaemon","a fire daemon","95","92","96","131","228","234","20","23","20","29","20","100","0","0","0","0","0","81.9","-1","35"
"DazzledHarpy","a dazzled harpy","118","110","73","241","210","146","29","15","19","24","15","100","0","0","0","0","0","77.8","-1","77.9"
"VampireMongbat","a vampire mongbat","64","78","28","143","140","53","8","0","0","0","0","100","0","0","0","0","-18.9","48.98","-1","14.4"
"HeadlessMiner","headless miner","92","47","27","112","96","40","17","0","0","0","0","100","0","0","0","0","0","48.42","-1","55.6"
"StrangeGazer","a strange gazer","108","120","156","180","240","310","35","42","24","12","25","100","0","0","0","0","0","87.6","1","54.6"
"CoraTheSorceress","Cora","945","125","933","35000","125","933","70","69","66","66","72","50","0","0","0","50","0","160","-1","117.5"
"CovetousEarthElemental","an earth elemental","92","91","1","148","222","2","20","26","24","21","26","100","0","0","0","0","0","70.1","-1","35"
"CovetousWaterElemental","a water elemental","96","91","96","144","229","226","30","24","23","20","26","100","0","0","0","0","0","80.7","-1","37"
"VortexElemental","a vortex elemental","93","100","1","127","252","2","24","25","23","30","24","100","0","0","0","0","0","64.82","-1","42"
"SearingElemental","a searing elemental","92","91","100","157","233","239","20","28","22","24","20","100","0","0","0","0","0","81.9","-1","50"
"VenomElemental","a venom elemental","92","92","97","142","227","237","21","26","29","30","21","100","0","0","0","0","0","86.2","5","36"
"LizardmanWitchdoctor","a lizardman witchdoctor","99","97","96","150","245","253","23","25","29","24","21","100","0","0","0","0","0","82.9","-1","48"
"OrcFootSoldier","an orc foot soldier","98","100","1","154","254","2","25","24","26","24","24","100","0","0","0","0","0","70.8","-1","37"
"RatmanAssassin","ratman assassin","94","93","1","145","244","2","21","21","24","21","26","100","0","0","0","0","0","70.4","-1","36"
"OgreBoneCrusher","an ogre bone crusher","94","92","1","134","238","2","21","23","28","24","22","100","0","0","0","0","0","66.04","-1","49"
"TitanRockHunter","a titan rockhurler","93","92","93","130","223","224","26","26","23","26","28","100","0","0","0","0","0","79.7","-1","35"
"WarAlligator","a war alligator","100","98","1","142","250","2","24","26","27","23","29","100","0","0","0","0","0","65.52","-1","37"
"MagmaLizard","a magma lizard","93","99","1","137","248","2","20","28","29","20","27","100","0","0","0","0","0","70.2","-1","38"
"ViciousDrake","a vicious drake","98","98","1","135","232","2","30","23","29","22","22","100","0","0","0","0","0","66.1","-1","49"
"CorruptedWyvern","a corrupted wyvern","95","91","100","133","234","231","30","30","22","29","22","100","0","0","0","0","0","80.8","-1","40"
"CovetousWyrm","a covetous wyrm","93","95","97","137","223","237","22","20","28","22","30","100","0","0","0","0","0","75.8","-1","44"
"AngeredSpirit","an angered spirit","92","91","97","136","232","246","26","26","21","30","20","100","0","0","0","0","0","82.5","-1","41"
"BoneSwordSlinger","a bone swordslinger","96","95","1","143","233","2","26","21","30","25","20","100","0","0","0","0","0","68.58","-1","39"
"VileCadaver","a vile cadaver","91","93","1","145","247","2","30","28","29","28","22","100","0","0","0","0","0","67.9","-1","35"
"DiseasedLich","a diseased lich","97","98","98","144","244","230","27","24","25","20","23","100","0","0","0","0","0","81.5","-1","50"
"CovetousRevenant","a covetous revenant","94","100","94","134","227","232","24","27","21","27","22","100","0","0","0","0","0","81","-1","37"
"QuartzElemental","a quartz elemental","250","73","103","1295","73","103","34","23","27","27","19","60","0","0","0","40","0","125.9","1","116.5"
"FlameElemental","a flame elemental","447","173","142","1235","173","1327","56","100","37","68","67","25","75","0","0","0","0","160","-1","93.7"
"WindElemental","a wind elemental","420","161","167","2925","161","1383","70","57","64","100","68","20","0","40","0","40","0","160","-1","70.5"
"MudPie","a mud pie","205","90","103","490","90","103","45","35","35","39","40","80","0","0","20","0","0","85.7","-1","74.9"
"StoneElemental","a stone elemental","184","89","112","1176","89","112","65","56","46","59","48","100","0","0","0","0","0","115.5","2","91.4"
"CaveTroll","a cave troll","198","175","52","904","175","52","62","55","48","35","42","100","0","0","0","0","0","107","1","102.3"
"ClayGolem","a clay golem","585","134","109","1346","134","109","49","50","55","99","39","100","0","0","0","0","0","133.9","-1","103.3"
"GreaterEarthElemental","a greater earth elemental","143","84","71","700","84","71","58","37","37","48","28","100","0","0","0","0","0","93.2","1","82.4"
"MudElemental","a mud elemental","477","77","83","1214","77","83","64","58","47","58","60","50","50","0","0","0","0","120.9","1","120"
"GreaterAirElemental","an air elemental","275","181","121","1166","181","121","83","64","63","61","45","20","0","40","0","40","0","129.5","1","112.1"
"MoltenEarthElemental","a molten earth elemental","544","71","76","1826","71","76","54","53","46","62","50","50","50","0","0","0","0","150","1","120"
"LesserFlameElemental","a flame elemental","442","189","126","1205","189","1193","56","100","38","61","60","25","75","0","0","0","0","160","2","105.8"
"LesserWindElemental","a wind elemental","422","207","197","2995","207","1464","69","59","60","100","65","20","0","40","0","40","0","160","-1","60.6"
"EternalGazer","an eternal gazer","535","159","425","7843","159","2999","65","68","73","66","66","50","0","0","0","50","0","160","4","127.6"
"BurningMage","Zaniel","105","1","1","3000","1","634","52","60","53","57","57","50","50","0","0","0","0","160","-1","125.8"
"CrazedMage","Tad","373","1","1","3500","1","601","80","58","56","57","51","100","0","0","0","0","0","160","-1","140"
"CorruptedMage","Lord of the Mists","154","111","110","1377","111","994","57","70","69","67","66","100","0","0","0","0","0","160","2","106.2"
"VileMage","Ardarion","170","106","169","734","106","767","70","56","66","63","68","100","0","0","0","0","0","128.7","2","109.6"
"ChaosVortex","a chaos vortex","450","200","100","27000","200","100","74","67","73","67","71","20","20","20","20","20","0","160","-1","139.7"
"UnboundEnergyVortex","an unbound energy vortex","450","200","100","20000","200","100","71","67","71","67","100","0","0","0","0","100","0","160","-1","135.1"
"DiseasedBloodElemental","a diseased blood elemental","725","70","329","3244","70","1890","68","59","54","63","54","0","0","0","50","50","0","160","5","139.4"
"GreaterWaterElemental","a water elemental","493","154","133","1081","154","811","64","47","58","70","47","50","0","50","0","0","0","143.2","2","107.3"
"ShameGreaterPoisonElemental","a poison elemental","488","170","426","1491","170","426","62","57","52","100","43","10","0","0","90","0","0","160","5","105.5"
"GreaterBloodElemental","a blood elemental","581","77","291","1503","77","291","61","46","49","60","44","0","0","0","50","50","0","149.5","5","110.7"
"ShameEarthElemental","an earth elemental","152","73","73","506","73","73","31","26","30","30","22","100","0","0","0","0","0","84.7","1","84.9"
"ClockworkExodus","Clockwork Exodus","867","647","667","50000","1265","667","83","56","49","57","58","75","25","0","0","50","0","160","5","92.2"
"DupresChampion","Bradford","199","74","190","4160","74","190","84","80","72","74","82","100","0","0","0","0","0","160","5","202.6"
"DupresKnight","Cemal","197","72","193","4201","72","193","99","83","74","68","67","100","0","0","0","0","0","160","5","202.8"
"DupresSquire","Forbes","190","63","187","4129","63","187","68","79","72","68","74","100","0","0","0","0","0","160","5","213.9"
"ExodusDrone","Exodus Drone","638","80","77","971","80","77","55","40","33","27","26","50","0","0","0","50","0","108.2","-1","90.6"
"ExodusJuggernaut","Exodus Juggernaut","1506","97","104","2558","97","104","66","60","28","31","42","60","0","0","0","40","0","160","-1","99.2"
"ExodusMinionLord","Exodus Minion Lord","1536","78","80","2464","78","80","69","72","29","38","46","100","0","0","0","0","0","160","-1","99.3"
"ExodusSentinel","Exodus Sentinel","859","88","84","1404","88","84","61","43","27","27","35","60","0","0","0","40","0","129.1","-1","95.9"
"ExodusZealot","Harvey","200","82","277","587","82","277","33","21","38","31","37","100","0","0","0","0","0","109.9","-1","97.5"
"Archmage","Kragon","86","200","238","3200","200","819","66","65","69","62","66","100","0","0","0","0","0","160","2","89.4"
"BrigandCannibal","Xaviera","86","81","111","2172","81","664","68","68","68","74","75","100","0","0","0","0","0","160","-1","34.3"
"BrigandCannibalMage","Mythran","92","95","112","2170","95","664","60","59","53","58","51","100","0","0","0","0","0","160","1","54.3"
"CaveTrollWrong","a Cave Troll","118","58","65","2254","58","65","76","55","72","75","50","100","0","0","0","0","0","160","2","137.5"
"DemonicJailor","Jin","392","160","163","392","160","163","39","27","26","12","19","100","0","0","0","0","0","102.6","-1","0"
"Fezzik","Fezzik","1261","78","60","1261","78","60","80","73","68","60","69","100","0","0","0","0","0","126.1","3","123.8"
"GooeyMaggots","Gooey Maggots","741","64","10","741","64","10","67","70","54","66","67","50","0","0","50","0","0","93.1","-1","84.3"
"HungryOgre","Hungry Ogre","212","62","50","1391","62","99","60","73","57","71","67","100","0","0","0","0","0","124","1","105.5"
"LizardmanDefender","Sythysth","175","106","55","1304","106","55","51","59","58","59","0","100","0","0","0","0","0","121","3","118"
"LizardmanSquatter","Yssthih","107","108","55","967","108","55","67","56","59","51","0","100","0","0","0","0","0","106","2","110"
"PrisonRat","a prison rat","9","35","7","50","60","16","5","0","0","19","10","100","0","0","0","0","0","26","-1","12.1"
"SavagePackWolf","a savage pack wolf","115","56","21","774","56","21","56","56","61","58","53","100","0","0","0","0","0","95.3","-1","89.9"
"Krampus","Krampus","726","844","580","40000","844","580","90","80","87","74","73","50","0","50","0","0","0","160","-1","125"
"KrampusMinion","Minion","498","76","301","798","76","301","65","41","59","46","48","50","0","50","0","0","0","109","-1","106.3"
"CultistAmbusher","Cultist Ambusher","196","150","38","914","150","38","28","29","27","26","24","100","0","0","0","0","0","118.7","-1","0"
"KhalAnkur","Khal Ankur","799","506","844","30000","506","844","90","73","80","83","82","50","0","25","25","0","0","160","-1","120"
"KhalAnkurWarriors","Joan","167","150","125","1497","150","125","31","29","37","27","30","100","0","0","0","0","0","160","-1","0"
"KhaldunBlood","Blood","277","128","100","130","128","100","39","27","59","27","31","100","0","0","0","0","0","74.4","-1","86.1"
"ShadowFiend","a shadow fiend","399","208","46","796","208","46","31","30","60","68","6","20","0","80","0","0","0","113.8","-1","100"
"SkelementalKnight","Skelemental Knight","231","91","53","376","91","53","95","100","100","100","5","0","0","0","100","0","0","79.3","-1","99.8"
"SkelementalMage","Skelemental Mage","240","77","102","359","77","102","95","100","5","100","100","0","100","0","0","0","0","93.2","-1","85.4"
